id,tanggal,kalimat,ket
NULL,2021-05-06,"Perjanjian kerja sama antara UT dan perguruan tinggi mitra ini secara umum bertujuan untuk mengembangkan dan memanfaatkan pembelajaran daring secara bersama-sama melalui platform Indonesia Cyber Education (ICE) Institute. https://t.co/gLS0Ez1AHL",0
NULL,2021-05-06,"#ITSNewsITS mendukung upaya pemerintah untuk mengoptimalkan pembelajaran daring di Indonesia dalam rangka mewujudkan Merdeka Belajar untuk semua. Bersama 11 PTN dan swasta PTS lainnya melakukan penandatanganan kerja sama dengan Universitas Terbuka secara hybrid, Kamis (6/5). https://t.co/FxZxWxwesk",0
NULL,2021-05-06,"@AREAJULID Aku sek kuliah pendidikan , PPL ngajar online, skripsi ngangkat tema penelitian pembelajaran online GA SETUJU karo netijen. Mereka gur kritik tanpo saran. Kendala pembelajaran daring 2 sisi (murid-guru) tidak ada yg diuntungkan. Podo ruwet e. Ono muk gaco njeplak kakean tugas",1
NULL,2021-05-06,"@akanguzi @edbertgani Ini juga yg menurut saya terlalu dipaksakan.Semenjak Pandemi :Online : Daring -&gt; Dalam JaringanPembelajaran Tatap Muka / Offline : Luring -&gt; Luar JaringanEmail : Surel -&gt; Surat Elektronik, Bukan soal Surat Elektroniknya, tapi Surelnya yg aneh.Dan masih banyak lagi.Wes Mboh",1
NULL,2021-05-06,"@AREAJULID soalnya murid belajar itu kl dikasih tugas huhuhu gimana donk???? “kamu ko ga belajar sih?” rata2 menjawab “karna gaada pr” sementara pembelajaran (materi) dari guru pun byk keterbatasan dr daring ini:”)",1
NULL,2021-05-06,"@AREAJULID padahal dalam KBM tatap muka proses pembelajaran biasanya didahului oleh guru yg memberikan materi lalu mengerjakan soal bersama. pernah ngerasain koreksi tukar bangku?tp dalam daring soal dikerjakan sendiri setelah guru menjelaskan krn waktu hanya cukup untuk memberikan materi.",0
NULL,2021-05-06,"Tapi kalau daring gini maju mundur ngasih tugas yg ngeberatin kaya gitu. Yaa mau ga mau harus nyari pembelajaran yg lain yg kompetensi/indikatornya kurleb sama ama acuan, atau malah diskip he. Tapi lama kelamaan masa di skip semooaa",1
NULL,2021-05-06,"@ketiktugas_ @amegatitan @kuemartabak @AREAJULID iya😢 kenyataan nya ga semua lapisan warga negara kita beruntung punya kesempatan yang sama, contohnya aja smp disekolah ku dulu yang udah lumayan kota dari rumah asalku aja masih belum nerapin pembelajaran daring yg bener",0
NULL,2021-05-06,"Salah satu faktor yang bikin stres pembelajaran daring, entah itu bagi murid/mahasiswa maupun guru/dosen, adalah satu tempat (dalam hal ini rumah) dijadikan tempat semua kegiatan, belajar/kerja dan istirahat. Secara psikologi, itu engga baik. https://t.co/PhgaB9DRgQ",1
NULL,2021-05-06,"@subschfess padahal beratan beban kalo udah nikah dan berkeluarga gak si? soalnyakan pernikahan tu dalam jangka panjang (melebihi pembelajaran daring) dan belum lagi masalah ekonominya (padahal kalo nikah dini enggak berarti ngurangin beban ekonomi)",1
NULL,2021-05-06,"Pembelajaran Daring be lykeSoal KBM :  Meskipun daring anggap saja seperti belajar di kelas Soal libur :  Kan bELaJar-NYa DaRiNg jADi Ya tEtaP zOoM mEeT dAn TeTAp Mengumpulkan TUgaS ",1
NULL,2021-05-06,"@tteaaddict @AREAJULID Ga gitu juga, ga semua guru..Jangan dipukul rata, coba lo pake sudut pandang guru..Guru juga ga mau ngasi tugas terus, dan pengen KBM sama penjelas via daring atau model pembelajaran lain.Klo full virtual, emang siswa pada siap? Kan kadang alesannya boros kuota!",0
NULL,2021-05-06,"@schfess Setuju, kasian tetanggaku setahun daring tapi gapaham apa apa. Mamanya udah kesel banget, anaknya masi sd tapi ga dpt pembelajaran yang layak. Entah gurunya gmn, awal awal pandemi masi ada  belajarnya  skrg tinggal suruh isi isi soal aja hdeh",1
NULL,2021-05-06,"Pembelajaran Daring vs Game Online https://t.co/FFuUCBEBgM",1
NULL,2021-05-06,"Ponsel pintar dan laptop buatan Tiongkok telah mengalami peningkatan permintaan karena Irak tengah memberlakukan sistem pembelajaran daring untuk para siswa, yang merupakan salah satu upaya guna mengekang penyebaran virus korona https://t.co/r5V0kUoWPE",0
NULL,2021-05-06,"@AREAJULID Guru dgn murid sama-sama capek. Tugas mendikbud utk buat sistem pembelajaran daring yg efektif dan efisien. Ini kesannya mendikbud dan jajarannya ga mau susah. Kalo dipaksain tatap muka terus anak2 banyak yg tertular virus, apa kalian peduli?",1
NULL,2021-05-06,"@AREAJULID Biasakan lihat dari 2sisi. 🥺Selama pandemi mendadak ini ga ada guru &amp; sistem  siap 100% utk pembelajaran daring. Tidak semua guru juga ngerti ITK, mereka jg punya kewajiban selain mengajar murid &amp; guru dituntut harus menyelesaikan thn ajaran&amp;akademis Siswa&amp;guru sama2 kesulitan.",0
NULL,2021-05-06,"Kita telah melaksanakan Pelatihan Daring Sesi-2, yaitu Praktikum Kimia dan Pemanfaatan Teknologi Pendukung dalam Pembelajaran Jarak Jauh, yang merupakan lanjutan dari Sesi-1 pada hari Selasa lalu. https://t.co/9UzHLtAVBl",0
NULL,2021-05-06,"Babinsa Koramil 1407-08/Lamuru dampingi serta mengajari Siswa yang melakukan pembelajaran daring-online di Makoramil, Kel. Lalebata, Kec. Lamuru, Kab. Bone. Rabu(05/05/21).#dispenad #puspentni #tniad#kodamhsn #korem141tp#kodim_indonesia#nefrafirdaus https://t.co/AWxWnE8W3H",0
NULL,2021-05-05,"Kalo kalian pernah bete dan ga mood daring, gue jg sering bete dan sedih misal abis ngebut begadang semaleman bikin media sama materi pembelajaran, ngedit ppt ala ala biar ga bosen, pas kelas mulai banyak yg ga join. Ditanyain semua pada mute. Uda tinggal nahan airmata aja 🙂",1
NULL,2021-05-05,"@munconvo Sekolah daring lebih efektif daripada pembelajaran tatap muka. Pro or Kontra nih?",1
NULL,2021-05-05,"Opini mengenai pembelajaran daringhttps://t.co/WJp1GnLu65",0
NULL,2021-05-05,"@Kvrbnfibre Sosialisasi itu diperlukan. Gak cuma lewat gawai. Saya berani bertaruh bahwa siswa rata-rata merasa lelah dalam pembelajaran daring yang hanya bertemu dengan orang-orang rumah. Biarlah sekolah menjadi tempat pelarian siswa dari jenuhnya. Toh tidak ilegal masalah nurani manusia.",0
NULL,2021-05-05,"@schfess Setuju. Pahami konsepnya coba. Jadi, sekolah wajib buka OPSI tatap muka. Pembelajaran dilakukan secara hybrid. Keputusan tetep ada di ortu dan anaknya. Ini salah satu bentuk kesetaraan juga, yg emang ada kesulitan sekolah daring, silahkan luring. Sekolah siap.",0
NULL,2021-05-05,"Setuju. Terlepas dari masuk/tidaknya pembelajaran daring ke otak siswa, PJJ banyak membawa masalah mental ke siswa/i-nya. Banyak yang mogok sekolah. Temenku ada yang DO karena nggak menemukan kepentingan sekolah karena bisa curi kesempatan untuk cari uang. https://t.co/7EevikElRH",1
NULL,2021-05-05,"@txtdrpemerintah Pembelajaran offline/PTM bukan berarti ngilangin daring loh.Selama ini juga sudah ada uji coba di bbrp daerah dan nantinya juga akan begitu.Itukan opsi, jika wali menghendaki anaknya tetap di rumah juga ga seharusnya dipermasalahkan,karena itu ada surat izin yg harus disetujui.",0
NULL,2021-05-05,"@txtdrpemerintah Gua kurang setuju pembelajaran offline .. lbh baik cari cara lain.. metode pembelajaran daring yg lbh efektif . Semua harus saling ngerti dan paham porsi masing2. Guru ngasih materi dg maksimal dan murid juga tau diri tugasnya sbg pelajar itu apa",0
NULL,2021-05-05,"@kingpippo @adalilok @unnesmenfess Mending efektifitas model X pada pembelajaran daring ditinjau dr (variabel). Terus hasil penelitiannya yg penting efektif. Dah lgsg lulus cepet. Kalo judulmu ditolak terus, tanya ke dosbing kira kira ada saran apa yg sekiranya lain dr yg lain, dengan begitu acc dosbing bs lancar.",1
NULL,2021-05-05,"Me after 5 minutes pembelajaran daring :https://t.co/h6TDU6kTFD",1
NULL,2021-05-05,"@nirmalanir1 Tapi yo nek pembelajaran daring ngene yo enek negatife Mal, angel meh pembelajaran kepiye",1
NULL,2021-05-05,"Selama pandemi ini, selain pembelajaran daring, saya juga melakukan PKL seperti yang telah ditetapkan oleh sekolah. @Perpus_Smexa #tugassekolah #perpussmexa https://t.co/5aCIPfAlCj",0
NULL,2021-05-05,"#Komentar - Risma Aulia - Pembelajaran Metode Daring di Masa Pandemi Covid-19 - https://t.co/ufkjpDvMeT https://t.co/Y4k0s9YVxv",0
NULL,2021-05-05,"Be honest, pembelajaran daring/online ini, paham gak sama materi yg dijelasin? Yang tadinya produktif jd ancur gak jadwalnya?",1
NULL,2021-05-05,"@_xafiera Hai ka, kenalin aku Tina dari MMPT UGM. Sebelumnya aku tau akun kaka dr UGM_FESS. Kalo boleh tau kaka dr FKG ya? Apa aku boleh minta bantuan kaka? Buat jd responden aku ngisi kuesioner penelitian aku tentang pembelajaran daring ehee... biar aku bisa wisuda gitu ka 🙏🏿🥺",0
NULL,2021-05-05,"#SahabatMatika , Rakor Daring Pendataan Sasaran Pelatihan Komite Pembelajaran, dibuka oleh Plt. Kepala #p4tkmatematika , Nunik Sukeksi, S.H., M.Pd., Rabu (5/5/2021) dalam rangka pelaksanaan Program Sekolah Penggerak. https://t.co/hg7Fez9MHp",0
NULL,2021-05-05,"@vousmezkdlin @collegemenfess Oh iya? Sayang banget yaa. Padahal zaman pembelajaran daring kaya gini kita perlu saling perhatian. Bahkan dosen-dosenku tetep kasih kesempatan buat orang-orang yang kerja karena keperluan penting lainnyaa",0
NULL,2021-05-05,"@jaehyuniebigbby @collegemenfess Hallo! Aku paham kok sama temen-temen yang kesel karena hal ini. Tapi ini kan kelompok ditambah pembelajaran daring. Kemungkinan rekan kita mengalami kesulitan maka harus kerja mungkin buat dapet uang buat kuliah(?). Aku gak berpihak sama yang gak ngerjain tugas kokkk",1
NULL,2021-05-05,"@titipsurvei haiii kakak2 semua, mahasiswa yang sedang melakukan pembelajaran secara daring aku minta kesediaannya untuk isi kuesionernya yaa. link: https://t.co/iD3NPggJz1 https://t.co/myPDcTE2gb",0
NULL,2021-05-05,"Di bidang pendidikan, pandemi Covid-19 juga mengakselerasi penggunaan teknologi pendidikan (edutech). Pembelajaran jarak jauh menjadi sebuah kebutuhan sekaligus keniscayaan. Layanan pendidikan berbasis daring muncul di mana-mana.#KawalPresidenJokowi https://t.co/rY83n81tm3",0
NULL,2021-05-05,"@adhityafariz Hahahaha iyo ya, akun pembelajaran daring 😂",0
NULL,2021-05-05,"Saya juga ikut bahagia ketika tahu di ujung pembelajaran mereka dalam KKN daring, semua webinar bukan hanya didokumentasikan di YouTube namun juga dibuatkan film pendek, PDF dan buku yang dicetak. Wow!https://t.co/qOPCgpGz17 https://t.co/7Zr8HQJi5v",0
NULL,2021-05-05,"Publik masih gamang dengan wacana pembukaan sekolah tatap muka. Di satu sisi menilai pembelajaran daring tidak efektif, tapi di sisi lain masih mengkhawatirkan penularan Covid jika sekolah tatap muka dibuka.#LitbangKompas #AdadiKompas #COVID19 https://t.co/ZiSP8v1ksh",1
NULL,2021-05-05,"Analisis Permasalahan Pembelajaran Daring Mata Pelajaran Biologi di Madrasah Aliyah Se-Kabupaten Batubara https://t.co/AjMLiQVE1r",0
NULL,2021-05-05,"@collegemenfess adaa dong, beliau mengajar matkul pembelajaran daring. kenapa suka? karena sebelum pembelajaran dimulai, pasti beliau kek nyetel lagu gitu, trs kalo udah selesai nyetel lagi, lagunya juga asik, jadi ga bosen",0
NULL,2021-05-05,"Speaking about virtual performing arts education in pandemic times at the Indonesian School of the Arts, Surakarta. Seminar  strategi pembelajaran seni secara daring di era pandemi  akan segera dimulai, silahkan nonton streaming di Youtube ISI Solo @isi_surakarta_ https://t.co/utAK7GgSvR",0
NULL,2021-05-05,"@kleribelq Pengaruh Pembelajaran Daring terhadap Perilaku SiswaYa Allah judulnya gini amat😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻",1
NULL,2021-05-05,"@kleribelq Kurangnya keefektifitas menggunakan sistem pembelajaran daring stress yuhu stressss",1
NULL,2021-05-05,"Sepuluh tahun yang lalu, belajar online atau daring mungkin hal yang asing untuk dilakukan para siswa. Datangnya Corona membuat sistem pembelajaran online menjadi cara belajar yang sudah biasa dilakukan.#PDIPerjuangan #SolidBergerak",0
NULL,2021-05-05,"Layanan pendidikan berbasis daring muncul di mana-mana.....Akses pembelajaran dapat diperoleh dari berbagai sumber ....nahh banyak bgt sumber nya nih.... harus pinter miih2 agar sesuai.... #LangkahBaikDemiNegeri https://t.co/ekxAEZPqjI",0
NULL,2021-05-05,"Pembelajaran daring membuat sebagian siswa tertinggal pembelajaran. Demi mengejar ketertinggalan itu, sejumlah sekolah di Daerah Istimewa Yogyakarta mengadakan konsultasi terbatas bagi siswa. #Nusantara #AdadiKompas @ninopalsu @harisfirdaushttps://t.co/xTKmKJJ6th",0
NULL,2021-05-05,"@kleribelq Problematika Siswa dalam Menghadapi Pembelajaran Daring",0
NULL,2021-05-04,"Sebagian masyarakat masih takut dan khawatir dengan rencana pembukaan sekolah tatap muka. Di satu sisi menilai pembelajaran daring tidak efektif, tapi di sisi lain sekolah tatap muka masih mengkhawatirka. #Riset #AdadiKompas #PendidikanEraBaruhttps://t.co/oaQKUbV8aF",1
NULL,2021-05-04,"Guru Paud Dituntut Siapkan Pola Belajar Menarik di Tengah Pembelajaran Daring https://t.co/jGErQogflk",0
NULL,2021-05-04,"gais kalian pernah ga sih ngerasa tbtb kepala sakit bgt kencenggggg gt rasanya, aku jd takut kenapa2 sama badanku apalagi kalo aku liat kasus pembelajaran daring lebih ngeri gt kalo masalah kesehatan huhuu ugm_fess",1
NULL,2021-05-04,"@CttnDmkrs Maaf izin bertanya Sekarang masih mayoritas sekolah dan universitas mengadakan pembelajaran secara daring, namun untuk biaya spp maupun pembayaran lainnya dilakukan secara penuh, kemudian banyak orang yg Cari uang untuk bayar sekolah anaknya",1
NULL,2021-05-04,"Di bidang pendidikan, pandemi Covid-19 juga mengakselerasi penggunaan teknologi pendidikan _(edutech)_. Pembelajaran jarak jauh menjadi sebuah kebutuhan sekaligus keniscayaan. Layanan pendidikan berbasis daring muncul di mana-mana. @jokowi https://t.co/toyhtTVYpj",0
NULL,2021-05-04,"apakah menurut anda peran keluarga sangat berpengaruh terhadap efektivitas pembelajaran daring di sekitar anda?",0
NULL,2021-05-04,"@gembala_bocah @PartaiSocmed @Bagasta8 Ada solusi utk menyikapi kejenuhan pembelajaran via daring ngga tum?",0
NULL,2021-05-04,"@btsetlamour Wah udah keluar edarannya. Kampus aku gimana ya 😭😭😭😭 kalo misal daring lagi FIX jadi Sarjana Pembelajaran Daring (S.Pd) 😭😭 bisa bisa pas ngajar ha he ho depan murid",1
NULL,2021-05-04,"[cm] adakah mhs Unud yang berkenan mengisi kuesionerku tentang pembelajaran daring dan tatap muka? kalo ada, reply+open DM yah, nanti aku DM. Terima kasiiih &lt;3",0
NULL,2021-05-04,"@munconvo Sebagai upaya untuk mencegah pandemi Covid-19, pemerintah mengeluarkan kebijakan agar sekolah-sekolah meminta siswanya untuk belajar di rumah. Mulai 16 Maret 2020 sekolah menerapkan metode pembelajaran siswa secara daring. Lalu, efektifkah pembelajaran daring ini?",0
NULL,2021-05-04,"Di bidang pendidikan, pandemi Covid-19 juga mengakselerasi penggunaan teknologi pendidikan (edutech). Pembelajaran jarak jauh menjadi sebuah kebutuhan sekaligus keniscayaan. Layanan pendidikan berbasis daring muncul di mana-mana. https://t.co/W0sqVOszCC",0
NULL,2021-05-04,"Tak Punya HP, Siswi di Pati Ini Tak Ikut Pembelajaran Daring Setahun https://t.co/nFJ1tn4UB2",1
NULL,2021-05-04,"@PartaiSocmed @gembala_bocah Anak saya yg SD sdg pembelajaran daring. Setiap 3 minggu, saya ke sekolah utk mengantar tugas2 anak.- thermo gun masih ditembak di tangan- Guru2 yg sdh divaksin kumpul di ruang guru, sebagian ngobrol tanpa masker dan jarak kurleb 1-1,5 m 😬 https://t.co/EN6iQ0TIqR",1
NULL,2021-05-04,"Bagaimana COVID-19 memengaruhi belanja konsumen? Permintaan kantor rumahan, pembelajaran daring, dan belanja daring tengah meningkat, mengarahkan perusahaan teknologi tinggi menghasilkan di atas ekspektasi pasar secara umum dalam laporan keuangan kuartalan mereka baru-baru ini https://t.co/Kad3irvRsC",0
NULL,2021-05-04,"Asyiknya Belajar Membaca dengan Buku Digital pada Pembelajaran Daring https://t.co/eKXMbRfvkX",0
NULL,2021-05-04,"/kle adakah semeton Unud yg berkenan mengisi kuesionerku mengenai pembelajaran daring dan tatap muka? Reply + open DM yahh nnt aku DM. Terima kasihh ❤️",0
NULL,2021-05-04,"Tidak cuma mendengar keluhan tapi jg menindaklanjuti.Meski hujan, pak @ganjarpranowo &amp; team ttp berangkat ke SDN Growong untuk melihat lgsg pembelajaran daring yg terkendala sinyal.Termasuk jg memberikan bantuan.Smoga pr siswa jd semangat lagi.https://t.co/XUIJqBssUN",0
NULL,2021-05-04,"Dikon ngurusi hps peralatan studio pembelajaran daring prodi arsi, meh ngeset macbook kok ribet ekosistem e. Ngeset asus rog sisan wae lah :))",1
NULL,2021-05-04,"Model pembelajaran daring sangat berpengaruh signifikan terhadap keberlangsungan pendidikan anak usia dini. #userstory https://t.co/kXQqpT7YBl",0
NULL,2021-05-04,"🖤 Guys kalian selama kuliah / pembelajaran daring ada kesulitan apa aja? Selain males gitu..",1
NULL,2021-05-04,"Tips Membuat Pembelajaran Daring Efektif dan Menyenangkan https://t.co/QZJGyIvVqG",0
NULL,2021-05-04,"orang orang selalu ngeluh  ih ga paham kalau daring  ga paham materi kalau online gini padahal mereka sendiri yang ga pernah buka materi, ga pernah dengerin penjelasan guru waktu gmeet/zoom, tugas masih nyonteknyalahinnya pembelajaran daring. aneh.",1
NULL,2021-05-03,"bagian ini yang cukup kontroversional, yap tepatnya blended learning. apasih blended learning itu? jd BL adalah semacam metode pembelajaran yg dmn mengkombinasikan 2 sistematika pembelajaran yaitu daring (online) dan juga luring (offline) dengan tingkat presentase tertentu https://t.co/gUlrUocFuI",0
NULL,2021-05-03,"Dan pembelajaran kembali daring sampe waktu yang tak di tentukan",1
NULL,2021-05-03,"kadang bingung kalo diminta evaluasi pembelajaran slm daring, pengen jujur tp kasian dosennya",1
NULL,2021-05-03,"@richgurlll_ @AREAJULID itu tergantunya kamunya sendiri mau beradaptasi atau endak. Ingat, pendidikan bukan hanya di dapat di sekolah saja dan menurutku krn serba daring jadinya kita bisa banyak ikut kegiatan  pembelajaran lainnya, seperti webinat dsb :)",0
NULL,2021-05-03,"Oleh: Retno Kuntjorowati*) Tahun 2021 merupakan tahun kedua Hari Pendidikan Nasional yang bertepatan dengan tanggal 2 Mei diperingati saat Indonesia dalam masa https://t.co/5fdxUn2Lpy",0
NULL,2021-05-03,"Kebijakan pemerintah menerapkan pembelajaran dalam jaringan (daring) patut dievaluasi menyeluruh. Selain sisi kualitas pembelajaran menurun,  angka putus sekolah selama pembelajaran daring juga cukup meningkat.#PembelajaranDaring#SMA#SMK#Gorontalo https://t.co/5cO659SlMh",1
NULL,2021-05-03,"@collegemenfess Menurutku, untuk ke depannya aku rasa bakal lebih maju dalam dunia teknologi. Meskipun kita belajar daring tugas tugas yg selalu berbasis dari teknologi bisa ngebuat lebih kreatif. Bahkan guru2 juga dituntut pula buat lebih kreatif dlm membuat media pembelajaran efektif",0
NULL,2021-05-03,"@richgurlll_ @AREAJULID ya kalo ga daring mau gimana lagi mbak di kondisi seperti ini, mau maksain offline? paham engganya tergantung usaha orangnya, pasrah aja sama sistem pembelajaran atau berusaha lebih giat.",0
